message,persuasive_type,activity,char_count,word_count,sentence_count,avg_word_length,avg_sentence_length,unique_word_ratio,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,smog_index,automated_readability_index,coleman_liau_index,noun_count,verb_count,adj_count,adv_count,word_diversity,has_question,has_exclamation,has_numbers,starts_with_verb,ends_with_call_to_action,sentiment_polarity,sentiment_subjectivity,persuasive_type_encoded,persuasive_type_praise,persuasive_type_reminder,persuasive_type_reward,persuasive_type_suggestion,activity_encoded,activity_healthy eating,activity_meal planning,activity_portion control,activity_water intake
"By maintaining portion control, you'll feel better.

You'll also notice that your battery power will also get a boost. Since your iPhone 4S has a much higher power draw than the iPhone 5S, a higher battery will mean that the",reward,portion control,0.7958333333,0.9069767442,0.25,0.3470690656,0.2698412698,0.3152173913,0.6336566659,0.3902439024,0.2616596002,0.4383561644,0.347639485,0.3303185214,0.5,0.4285714286,0.2222222222,0.625,0.2352941176,FALSE,FALSE,TRUE,FALSE,FALSE,0.4084821429,0.546875,2,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Great job with your meal planning! I hope you enjoy your trip!

I'm happy to hear from you, my friends!",praise,meal planning,0.2916666667,0.4186046512,0.25,0.1428322693,0.1031746032,0.55,0.8999548838,0.09146341463,0.0411871593,0.2123287671,0.1158798283,0.1234762092,0.25,0.2857142857,0.2222222222,0,0.6470588235,FALSE,TRUE,FALSE,FALSE,FALSE,0.880952381,0.75,0,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Try to improve your meal planning by following these tips:

Don't eat all of the same foods. There is nothing wrong with eating all the right foods, especially if you have a particular diet. Eating a lot of vegetables and fruits and vegetables",suggestion,meal planning,0.875,0.9534883721,0.25,0.3971271039,0.2857142857,0.625,0.6221520415,0.4146341463,0.3943064809,0.7191780822,0.3776824034,0.3602044829,0.625,0.6428571429,0.4444444444,0.25,0.550802139,FALSE,FALSE,FALSE,TRUE,FALSE,0.2800453515,0.4990079365,3,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE
"By maintaining portion control, you'll feel better.

In this article, we'll discuss how to use the feature. This is a simple step that should be done in a few steps. First, I'll show you how I can use it",reward,portion control,0.7083333333,0.9534883721,0.375,0.1718659315,0.1904761905,0.484375,0.7691179788,0.237804878,0.2404603271,0.4931506849,0.1931330472,0.1977978765,0.3125,0.6428571429,0.2222222222,0.25,0.4705882353,FALSE,FALSE,FALSE,FALSE,FALSE,0.3839285714,0.3226190476,2,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Great job with your portion control!

I'm pretty sure my portion was the best for my weight and it came in the form of a tiny plastic bag. I use a bag that's usually around 15 to 20 ounces, but I'm using",praise,portion control,0.7083333333,0.9534883721,0.25,0.1530941672,0.2857142857,0.625,0.8164899617,0.262195122,0.2755905512,0.4383561644,0.2060085837,0.1686983877,0.5625,0.5,0.5555555556,0.25,0.5607843137,FALSE,TRUE,TRUE,FALSE,FALSE,0.5833333333,0.6148148148,0,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Try to improve your portion control by sitting down and moving your body. It is best to do this before you start to eat or when you are tired.


After you eat and sit down, take a deep breath.

3. Go",suggestion,portion control,0.6916666667,0.9069767442,0.5,0.1642484039,0.1238095238,0.4619565217,0.8198736747,0.256097561,0.2107813446,0.2123287671,0.1931330472,0.1663389697,0.1875,1,0.1111111111,0.125,0.5179340029,FALSE,FALSE,TRUE,TRUE,FALSE,0.326984127,0.3955555556,3,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE
"Don't forget to monitor your water intake. Water is critical for your health, and the more you drink it, the better your chances of getting sick.

Why Drink More Water?
, that's the easiest and easiest way to figure out",reminder,water intake,0.775,0.9302325581,0.375,0.2895555748,0.1845238095,0.4734042553,0.6736972705,0.3109756098,0.3028467595,0.602739726,0.2703862661,0.2909948879,0.25,0.5714285714,0.7777777778,0.125,0.3371592539,TRUE,FALSE,FALSE,TRUE,FALSE,0.3979591837,0.6314285714,1,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Try to improve your healthy eating by eating healthier.


If you are having trouble getting enough protein, try adding some fresh or frozen vegetables or fruits and vegetables to your diet. For example, you may need to add some fruits, vegetables, and",suggestion,healthy eating,0.9083333333,0.9534883721,0.25,0.4471851422,0.2857142857,0.296875,0.625648545,0.4085365854,0.3912780133,0.7191780822,0.4334763948,0.4243020055,0.625,0.7142857143,0.4444444444,0,0.2941176471,FALSE,FALSE,FALSE,TRUE,FALSE,0.3928571429,0.425,3,FALSE,FALSE,FALSE,TRUE,0,TRUE,FALSE,FALSE,FALSE
"Great job with your water intake!

The water level of the water comes down after you drink water. This is because the blood flow is lower than the surface area of your body. So when the urine comes out of a person's system,",praise,water intake,0.7916666667,0.9534883721,0.375,0.2719820081,0.1904761905,0.4375,0.7576133544,0.262195122,0.1405208964,0.2123287671,0.2103004292,0.2320094377,0.8125,0.3571428571,0.3333333333,0.125,0.3262032086,FALSE,TRUE,FALSE,FALSE,FALSE,0.5873015873,0.5194444444,0,TRUE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Try to improve your water intake by combining water from your pantry and water used for cooking or washing. You may also find it beneficial to use a clean, clean toilet and an air conditioner in your home.

The following are some of",suggestion,water intake,0.8291666667,0.9069767442,0.25,0.3797156123,0.2698412698,0.6086956522,0.6221520415,0.4146341463,0.3943064809,0.6643835616,0.330472103,0.314589068,0.625,0.6428571429,0.2222222222,0.125,0.5978112175,FALSE,FALSE,FALSE,TRUE,FALSE,0.4107142857,0.375,3,FALSE,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,TRUE
"Don't forget to monitor your healthy eating.

In the meantime, here's a little video explaining what you can and cannot eat.


What is healthy?
 (Photo: www.carnivore.org)
. .",reminder,healthy eating,0.5916666667,0.7209302326,0.5,0.2838378593,0.08571428571,0.7039473684,0.5907963005,0.3536585366,0.3694730466,0.602739726,0.4377682403,0.4184034605,0.25,0.5,0.3333333333,0.375,0.7444219067,TRUE,FALSE,FALSE,TRUE,FALSE,0.4791666667,0.5,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Don't forget to monitor your healthy eating.

1. Eat healthy. Be happy and energetic. You should eat a healthy diet that doesn't get in the way of your physical well-being. Do not let your body make you feel sick",reminder,healthy eating,0.7458333333,0.9069767442,0.625,0.2752466628,0.0873015873,0.5108695652,0.6736972705,0.3109756098,0.3028467595,0.602739726,0.2403433476,0.2567833268,0.25,0.6428571429,0.7777777778,0.375,0.5179340029,FALSE,FALSE,TRUE,TRUE,FALSE,0.4985422741,0.5714285714,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
Great job with your water intake! It's going to get better soon enough. I just have to use some of my new water filters! They're very easy to clean and last a long time. This is one of the best water fountains,praise,water intake,0.7333333333,0.9534883721,0.5,0.1968949507,0.1333333333,0.671875,0.8805549289,0.1280487805,0.08237431859,0.2123287671,0.1201716738,0.1494298073,0.4375,0.5714285714,0.6666666667,0.625,0.7192513369,FALSE,TRUE,FALSE,FALSE,FALSE,0.5674963925,0.519023569,0,TRUE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Try to improve your water intake by drinking regular water. Do not consume too much water when your body is burning fat.

If you don't drink much, then try to stay hydrated. In fact, it's important to keep your urine",suggestion,water intake,0.7625,0.9302325581,0.375,0.2703844112,0.1845238095,0.5212765957,0.6714414618,0.3109756098,0.2422774076,0.5547945205,0.2360515021,0.2548171451,0.375,0.9285714286,0.4444444444,0.625,0.4705882353,FALSE,FALSE,FALSE,TRUE,FALSE,0.4285714286,0.3692307692,3,FALSE,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,TRUE
"By maintaining water intake, you'll feel better.

""Water retention is a key step in ensuring that your water system is safe and healthy,"" says Dr. Martin Kocher, an engineer with the Massachusetts Department of Environmental Conservation. ""Your",reward,water intake,0.8791666667,0.9069767442,0.25,0.5168311085,0.2698412698,0.7065217391,0.3587863749,0.5853658537,0.6353725015,0.8561643836,0.5278969957,0.5289028706,0.375,0.4285714286,0.4444444444,0.125,0.7399380805,FALSE,FALSE,FALSE,FALSE,FALSE,0.5535714286,0.625,2,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Great job with your water intake!

C.G.F.A.
. I am a former teacher and I have a good working knowledge of water supply and water management. What can I do to help with my water?
 (",praise,water intake,0.6166666667,0.7674418605,0.625,0.2269297737,0.06349206349,0.4375,0.6565531243,0.3414634146,0.2241066021,0.4383561644,0.2317596567,0.2092017302,0.625,0.2857142857,0.3333333333,0,0.4186851211,TRUE,TRUE,FALSE,FALSE,FALSE,0.6904761905,0.45,0,TRUE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Try to improve your meal planning by using this post.

How to do this
,
.",suggestion,meal planning,0.1666666667,0.2325581395,0.125,0.1527260933,0.1071428571,0.6029411765,0.8965711708,0.09756097561,0.04845548153,0,0.1030042918,0.1258356272,0.125,0.2857142857,0,0,0.6470588235,FALSE,FALSE,FALSE,TRUE,FALSE,0.2857142857,0,3,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE
"Try to improve your meal planning by using the Meal Planner app and meal planner.com. Use the app to find out how much food you eat each day, how often you go to the doctor, and how long you stay on the schedule",suggestion,meal planning,0.7416666667,0.9069767442,0.125,0.2491294254,0.4523809524,0.3641304348,0.7305436499,0.4451219512,0.3997577226,0,0.3862660944,0.2261108926,0.5625,0.5714285714,0.2222222222,0.125,0.2530779754,FALSE,FALSE,FALSE,TRUE,FALSE,0.3392857143,0.3,3,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE
"Don't forget to monitor your water intake. If you do have a problem with your tap water, your doctor will be happy to help you.

How to Make Your Water Stop Gushing
. Your water will stop flowing if your urine is",reminder,water intake,0.7458333333,0.9069767442,0.375,0.2556587348,0.1785714286,0.4130434783,0.7633656666,0.25,0.1877649909,0.4109589041,0.1888412017,0.2092017302,0.375,0.7857142857,0.3333333333,0.125,0.1176470588,FALSE,FALSE,FALSE,TRUE,FALSE,0.8571428571,1,1,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Don't forget to monitor your portion control. This should be done with a monitor and the same settings you are using to control the app. If you have a laptop with the OS version of Windows, you can also run this on a Chromebook as well",reminder,portion control,0.8416666667,1,0.25,0.2869994196,0.3015873016,0.505,0.7061809159,0.3658536585,0.302241066,0.5342465753,0.2961373391,0.2485253637,0.375,0.7142857143,0.1111111111,0.5,0.4217772215,FALSE,FALSE,FALSE,TRUE,FALSE,0.2857142857,0.125,1,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"By maintaining healthy eating, you'll feel better.

And if you eat less and eat more, the benefits will be even greater. The more you work toward the same goal, and the more calories you burn, then your body will start to",reward,healthy eating,0.7833333333,0.9534883721,0.25,0.2719820081,0.2857142857,0.34375,0.8198736747,0.256097561,0.3288915809,0.5342465753,0.313304721,0.2894219426,0.25,0.5714285714,0.6666666667,0.5,0.2941176471,FALSE,FALSE,FALSE,FALSE,FALSE,0.5386904762,0.3989583333,2,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Don't forget to monitor your healthy eating.

If you're struggling with weight loss, you can do this by choosing a diet plan that includes protein, fat and calcium. If you need to, make sure you get at least 30% of",reminder,healthy eating,0.7541666667,0.9534883721,0.25,0.2344384794,0.2857142857,0.625,0.7290773742,0.3170731707,0.3222289522,0.5342465753,0.2961373391,0.2618953991,0.3125,0.7857142857,0.6666666667,0.125,0.6552667579,FALSE,FALSE,TRUE,TRUE,FALSE,0.4523809524,0.5962962963,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Great job with your water intake!

Great work with my water supply.
. I've had very little issues with this device since I first got mine. It works with water that is either water resistant or not. The battery is very handy",praise,water intake,0.7916666667,0.9302325581,0.625,0.3023363505,0.09126984127,0.3776595745,0.7873900293,0.1951219512,0.1368867353,0.3904109589,0.1974248927,0.2426268187,0.75,0.4285714286,0.3333333333,0.5,0.4117647059,FALSE,TRUE,FALSE,FALSE,FALSE,0.6551785714,0.6966666667,0,TRUE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Don't forget to monitor your water intake. It is important to keep your body working hard to maintain proper hydration levels.

The Bottom Line:
- Drinking water is your best bet if you want to avoid getting sick. Drinking too much",reminder,water intake,0.825,0.9069767442,0.375,0.3862449216,0.1785714286,0.5108695652,0.5760207534,0.3841463415,0.2422774076,0.5547945205,0.30472103,0.3413291388,0.4375,0.8571428571,0.6666666667,0.25,0.5179340029,FALSE,FALSE,FALSE,TRUE,FALSE,0.3564342404,0.4998015873,1,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Don't forget to monitor your water intake.

WATER COOLING –
, and, of course, you can read more about what you should do with your food in this post. But we'll go over some important water choices that",reminder,water intake,0.7,0.8604651163,0.25,0.2583298159,0.253968254,0.6931818182,0.7439657117,0.2865853659,0.236826166,0.5342465753,0.30472103,0.2984663783,0.375,0.4285714286,0.1111111111,0.25,0.6832579186,FALSE,FALSE,FALSE,TRUE,FALSE,0.6071428571,0.75,1,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"By maintaining healthy eating, you'll feel better. If you don't have a good excuse to eat a lot, try a healthy diet.

How do I lose weight?
, and how do you get used to it?, all of",reward,healthy eating,0.6125,0.9302325581,0.375,0.05311122362,0.1845238095,0.3776595745,0.8702909993,0.1524390244,0.1695941853,0.4109589041,0.1072961373,0.09476995674,0.25,0.7857142857,0.3333333333,0.25,0.4298642534,TRUE,FALSE,FALSE,FALSE,FALSE,0.5928571429,0.43,2,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Try to improve your meal planning by following these simple steps:

1) Eat a nutritious meal.
. This means to eat a low-fat, healthy meal every day for at least 6 weeks before heading to work. The goal is to",suggestion,meal planning,0.725,0.8837209302,0.375,0.2603017992,0.1726190476,0.6,0.7324610873,0.3109756098,0.2562083586,0.5342465753,0.2746781116,0.2504915454,0.4375,0.5714285714,0.5555555556,0,0.556561086,FALSE,FALSE,TRUE,TRUE,FALSE,0.3214285714,0.3392857143,3,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE
"By maintaining water intake, you'll feel better.

I'm not saying this is the best way to manage your body. I'm saying that it's the right way. But it can't be the only way, and I think you need",reward,water intake,0.6666666667,0.9534883721,0.375,0.1155506384,0.1904761905,0.390625,0.8679224002,0.1585365854,0.1726226529,0.4109589041,0.1587982833,0.1517892253,0.3125,0.8571428571,0.3333333333,0.375,0.4254445964,FALSE,FALSE,FALSE,FALSE,FALSE,0.6045918367,0.5839285714,2,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"By maintaining meal planning, you'll feel better.

One of the best things about having lunch is that you can make it a little less stressful. While you're eating, let's talk about what to do with your meal. If you feel",reward,meal planning,0.7708333333,0.9534883721,0.375,0.2594674985,0.1904761905,0.578125,0.8622828784,0.1707317073,0.1817080557,0.4109589041,0.2446351931,0.2615021628,0.25,0.7857142857,0.3333333333,0.25,0.6552667579,FALSE,FALSE,FALSE,FALSE,FALSE,0.490327381,0.3416666667,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Try to improve your meal planning by using the following suggestions.

1. To make it easier for you to read, we recommend reading more on the health benefits of different foods. If you are interested in this topic, you can visit our Health",suggestion,meal planning,0.8583333333,0.9534883721,0.375,0.3720980847,0.1904761905,0.671875,0.5267313332,0.487804878,0.4506359782,0.8150684932,0.3605150215,0.3397561935,0.375,0.6428571429,0.5555555556,0,0.6552667579,FALSE,FALSE,TRUE,TRUE,FALSE,0.4196428571,0.425,3,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE
"By maintaining meal planning, you'll feel better.

But if you have trouble getting the right meal plan, don't worry. When you're on the go, your meal plans will be tailored to your needs. You'll find them quickly and",reward,meal planning,0.7625,0.9534883721,0.375,0.2594674985,0.1904761905,0.484375,0.8679224002,0.1585365854,0.1726226529,0.4109589041,0.2832618026,0.2886354699,0.5,0.7142857143,0.1111111111,0.375,0.5294117647,FALSE,FALSE,FALSE,FALSE,FALSE,0.449829932,0.4339285714,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Try to improve your meal planning by selecting the food groups you're most interested in and adding a few more meals to your daily menu.

If you want to increase the number of meals you'll eat each day, you can change the cooking method",suggestion,meal planning,0.8458333333,0.9534883721,0.125,0.3470690656,0.4761904762,0.578125,0.6294834198,0.5243902439,0.4669897032,0,0.4849785408,0.3244199764,0.625,0.6428571429,0.4444444444,0.125,0.5166240409,FALSE,FALSE,FALSE,TRUE,FALSE,0.4357142857,0.32,3,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE
"Try to improve your portion control by cutting down the amount of time you eat, and then you can eat less and eat more. The more you cut down on your calories, the more your body will try to use up your energy.

The",suggestion,portion control,0.7583333333,0.9534883721,0.25,0.215666715,0.2857142857,0.25,0.7249041281,0.4573170732,0.4669897032,0,0.3905579399,0.2170664569,0.375,0.6428571429,0.4444444444,0.125,0.1016042781,FALSE,FALSE,FALSE,TRUE,FALSE,0.3287981859,0.4349206349,3,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE
"Try to improve your healthy eating by:

Not eating
.
…eating
 (not eating)
 and exercising (exercise) .
, and (but not exercising) and exercise (no exercise) ,
",suggestion,healthy eating,0.5291666667,0.6744186047,0.25,0.2302669762,0.1904761905,0,0.4114595082,0.4756097561,0.2761962447,0.7191780822,0.4377682403,0.4066063704,0.1875,0.5,0.1111111111,0.375,0.03324808184,FALSE,FALSE,FALSE,TRUE,FALSE,0.6428571429,0.5,3,FALSE,FALSE,FALSE,TRUE,0,TRUE,FALSE,FALSE,FALSE
